Gene	log2FC	P.Value	adj.P.Val	n
RNU1-16P	0.147153510202158	0.7228805735528	NA	16
FTH1P22	0.263233375944852	0.722881219466996	NA	16
SLC25A32	-0.514355271595229	0.722901453662372	NA	16
ACRV1	0.264000259800637	0.722906311489578	NA	16
ZNF587P1	0.119663561423066	0.723003382842002	0.981170648449227	16
MMP24OS	0.0507248251564697	0.723036170851214	0.981170648449227	16
SLC30A9	-0.0334724617613082	0.723047514552919	0.981170648449227	16
GLRX5	0.0313843813958491	0.723064862861316	0.981170648449227	16
TRAV25	0.556848188447628	0.723071270920779	NA	16
AC104662.1	0.209922714427373	0.723172083334567	NA	16
AC093323.2	-0.3022245866505	0.723184966739284	NA	16
AC113146.1	0.527638493854814	0.723204175879909	NA	16
TRAJ43	-0.452698007218814	0.723269810749066	NA	16
AC126544.2	-0.500666962267506	0.723294209272913	0.981170648449227	16
CDH3	-0.189723314766124	0.723343323210482	NA	16
AC079316.2	0.105942211113185	0.723343615949186	0.981170648449227	16
RBM4B	-0.0293774241442165	0.723399476578462	0.981170648449227	16
KLRA1P	-0.0557490120739729	0.723463858726898	0.981170648449227	16
SLC35D2	0.0521987574954359	0.723465203179026	0.981170648449227	16
AL445487.1	0.484770140856425	0.723471222606771	NA	16
AP003041.1	0.408983837138915	0.7235010837715	NA	16
RNU7-63P	-0.497376795220419	0.723519824800062	NA	16
TTC38	-0.0371352979800963	0.72353261200511	0.981170648449227	16
AC073236.1	-0.475079317684027	0.723546417334884	0.981170648449227	16
AC027097.2	-0.0439983714004495	0.72357632598266	0.981170648449227	16
OR56A7P	0.755517453733094	0.723578996768441	NA	16
PMS2P3	0.0500206159545907	0.723621524858404	0.981170648449227	16
TADA2B	-0.0239248884168544	0.723646753377323	0.981170648449227	16
MAGEC3	-0.434863907047143	0.723653390299059	NA	16
AL359837.1	-0.545042003513991	0.723660586998015	NA	16
AL158071.2	-0.118745029083535	0.72367266751642	0.981170648449227	16
FANCE	0.0528690857379885	0.723682556356025	0.981170648449227	16
LINC02470	-0.523666675584111	0.723708790896806	NA	16
MIR4748	0.258991423402875	0.7237088202886	NA	16
PPIAP16	0.254492084558196	0.723725721941319	NA	16
ZNF729	0.828783675277734	0.723741406642783	NA	16
AF015262.1	0.828783675277734	0.723741406642783	NA	16
MRPL43	0.027315601985997	0.723766357060991	0.981170648449227	16
LINC01128	-0.0757617869453363	0.723770708474722	0.981170648449227	16
AL512330.1	-0.789570244246894	0.72379659818384	NA	16
ALOXE3	0.574502409759372	0.723813032343918	NA	16
SLC25A48-AS1	0.154370097976379	0.723838795829209	0.981170648449227	16
RNU6-594P	-0.316258706472548	0.723843907386532	NA	16
CYMP-AS1	-0.180392978417311	0.72385332404817	NA	16
EMCN	-0.0563451032810613	0.723874212234341	0.981170648449227	16
AL139041.1	-0.132475227363192	0.72391075495889	0.981170648449227	16
LINC02381	-0.0704362971393715	0.723930744964072	0.981170648449227	16
RNU6-1280P	0.19729964688578	0.723941692618664	NA	16
LINC01287	-0.256750678408573	0.723949187964536	0.981170648449227	16
AC009118.2	0.342205183838558	0.723959908400312	NA	16
RNA5SP269	0.544550094432098	0.723981239485525	NA	16
ATF7	0.0509055940707845	0.723985206811293	0.981170648449227	16
AP005210.1	-0.155200167068122	0.724011506081057	NA	16
IGHE	0.556917032242563	0.724032679467633	NA	16
CDC42EP3P1	0.0981794613684139	0.724035315802223	0.981170648449227	16
TPSB2	0.160310915303524	0.724046206267162	0.981170648449227	16
AC008083.3	-0.177098847589233	0.724046395696328	0.981170648449227	16
RPL10P1	0.299143990594372	0.724137383929081	NA	16
RPS15AP15	-0.466829152870165	0.724163717978125	NA	16
KIR2DL1	0.810186598029487	0.724187026034593	NA	16
AC008496.2	0.556928306363026	0.724190843192919	NA	16
AC008403.3	-0.545271083379395	0.724195054983998	NA	16
AC119744.1	0.155572414130933	0.724195890371174	NA	16
HCG17	-0.122915814403592	0.72419884202997	0.981170648449227	16
TMEM231P1	0.163573793941632	0.724218537319197	NA	16
RPL23AP65	-0.497433875860937	0.724223605113007	NA	16
RN7SL388P	0.142517601605929	0.724277092473278	0.981170648449227	16
MGC32805	-0.216483316597059	0.724295119468706	NA	16
LNCSRLR	-0.0845126746118019	0.724319543679152	0.981170648449227	16
AL441989.1	0.828732405541175	0.724320516638049	NA	16
AC051619.4	-0.163133145534639	0.724326127326621	0.981170648449227	16
AC105384.1	0.293305722751432	0.724360522926098	NA	16
AC012368.1	0.0580478086893538	0.724374479588603	0.981170648449227	16
ARNTL2-AS1	-0.38818284722705	0.724383188542273	NA	16
CEP72	0.065735300294582	0.724384394794598	0.981170648449227	16
RPL19P5	-0.792559886356518	0.724391971611339	NA	16
AC084838.1	-0.846157648316088	0.724400724557315	NA	16
IFNWP4	-0.846157648316088	0.724400724557315	NA	16
AC019294.1	-0.846157648316088	0.724400724557315	NA	16
AC005625.1	-0.846157648316088	0.724400724557315	NA	16
UROD	-0.0272764862530877	0.724481573842165	0.981170648449227	16
AL161645.2	0.384174070428386	0.72450025704333	NA	16
MRPL49P2	0.335744830340581	0.724533638512558	NA	16
OR10D1P	0.410051047142829	0.724543375326309	NA	16
AL136368.1	-0.131696332163305	0.724545026384455	0.981170648449227	16
AC116424.1	0.180234868674986	0.724556427042737	NA	16
AL645939.3	-0.789507642994073	0.724568533073614	NA	16
MIR154	-0.789507642994073	0.724568533073614	NA	16
LINC01700	0.556955233822409	0.724569432628197	NA	16
AL512424.1	0.403613646650698	0.724573401521968	NA	16
PDGFRL2P	0.0820011006607043	0.724608594419355	0.981170648449227	16
TRAV17	0.245854802972443	0.724629084284013	NA	16
SLC6A21P	-0.323467826768422	0.724672981891033	NA	16
KARS1P1	-0.103492686215083	0.724721675205909	0.981170648449227	16
ADGRV1	-0.170321581586731	0.724791936981813	NA	16
AC010329.1	0.179324870231086	0.724817116932959	NA	16
C5orf60	0.527533457986771	0.724845864212822	NA	16
AC017006.1	-0.209037938211583	0.724956991144566	NA	16
AC068620.2	0.174768044440444	0.72500773580849	NA	16
PAGE2B	-0.630656942834059	0.725060009900883	NA	16
AC027544.2	-0.136172853335945	0.725061529185855	0.981170648449227	16
AC023787.3	0.547367923919825	0.725093950029741	NA	16
EPHA10	-0.322581279305682	0.725098886019751	NA	16
IVD	0.035519638350385	0.725101852614052	0.981170648449227	16
TSEN34	0.0418880781648957	0.725188796873445	0.981170648449227	16
DAXX	0.0334685190778221	0.725207365623691	0.981170648449227	16
GPR61	-0.0954984973776962	0.725208985497414	0.981170648449227	16
LINC01546	-0.247744211520079	0.725259721602533	NA	16
EIF3KP1	-0.143082786815117	0.725277921423191	0.981170648449227	16
WDR86-AS1	-0.140295178301501	0.725290416171215	0.981170648449227	16
LINC02296	-0.488135372722744	0.725291939388109	NA	16
RNA5SP440	0.828641900890859	0.725346522666725	NA	16
FGF12-AS3	-0.202631837518099	0.725347819188383	0.981170648449227	16
SEC16B	-0.139016686130082	0.72535119415094	0.981170648449227	16
SGSM1	-0.100659238870673	0.725420772159885	0.981170648449227	16
ARF5	0.0272699255323278	0.725439827296577	0.981170648449227	16
RN7SL126P	0.230841419357492	0.725451642834047	NA	16
NOP14-AS1	0.0254830159471973	0.725451741007599	0.981170648449227	16
RPL31P2	0.226996715895827	0.725493021648474	NA	16
SCARNA4	-0.105825664604145	0.725516211764453	0.981170648449227	16
PARP2	-0.027127534094983	0.725561180531687	0.981170648449227	16
RBM6	-0.031497179012252	0.725561921382483	0.981170648449227	16
AL160286.1	-0.119679754453235	0.725644479587325	0.981170648449227	16
AC018695.9	-0.153345019779119	0.725645157392565	NA	16
ZNF428	-0.0410440666272708	0.72565355017642	0.981170648449227	16
AL360181.2	-0.0557091608987544	0.725716770222343	0.981170648449227	16
CDC37L1-DT	-0.0744683738489978	0.72574761135775	0.981170648449227	16
HSPD1P9	-0.17079292790789	0.72576209219505	NA	16
EIF4A1P7	0.527474698396718	0.725769714638987	NA	16
GPRC6A	-0.545944901502872	0.725777283982838	NA	16
FABP5	0.059453904631088	0.725828048750685	0.981170648449227	16
AC137894.4	0.167425985889159	0.725871288271971	NA	16
L34079.2	-0.196862494327917	0.725876583747777	NA	16
OR52X1P	-0.545996678890365	0.725899492219806	NA	16
AC129807.1	0.281302856441222	0.725943854522376	NA	16
AL157904.1	0.623501946269936	0.725958376459889	NA	16
RCC2P7	0.623501946269936	0.725958376459889	NA	16
TMEM106B	-0.0442017678400668	0.725985788402391	0.981170648449227	16
BX284668.6	0.167191830562163	0.726125380997686	0.981170648449227	16
AC106794.2	0.21597271727619	0.726161775837141	NA	16
MLLT1	0.0277085849597193	0.72620986296623	0.981170648449227	16
AC019131.2	0.0573769014216286	0.726223390693109	0.981170648449227	16
VSIG10L2	-0.116887532857087	0.72622530203989	0.981170648449227	16
AC010655.1	0.234142555655671	0.726229593555401	NA	16
KIAA0100	-0.0181237985544358	0.726282700849936	0.981170648449227	16
CARS2	0.0356601160305843	0.726304692927711	0.981170648449227	16
AL022345.3	-0.439295296613413	0.726309218908313	NA	16
IGHV3-47	0.551870363346273	0.726321253712358	NA	16
AP002989.1	0.27396033396793	0.726344473297265	NA	16
SUGP2	0.0255149651131691	0.726355340738844	0.981170648449227	16
AC005329.1	-0.0764789442617638	0.726382309944784	0.981170648449227	16
CD300LF	0.133535840141361	0.726385643092944	0.981170648449227	16
RGS17P1	0.0944703092857251	0.72640686054764	0.981170648449227	16
TRMT112P3	0.398861291108584	0.726413913025975	NA	16
ARHGEF11	0.0179386288528607	0.726429479208844	0.981170648449227	16
RN7SL79P	0.828543358128085	0.726469113705626	NA	16
RN7SL226P	0.828543358128085	0.726469113705626	NA	16
LFNG	0.0406209296791968	0.726469392597932	0.981170648449227	16
SCYL2P1	0.074265032382033	0.726473609397434	0.981170648449227	16
RNU6-833P	-0.289205131482166	0.726480585721372	NA	16
CCS	0.0318749472793283	0.726482341948681	0.981170648449227	16
AL139128.1	0.0987277956249258	0.726493715378472	0.981170648449227	16
AC090643.2	-0.447032311690904	0.726500457778606	NA	16
MIR4440	0.48902898851045	0.726515169793107	NA	16
MTCO2P17	0.6025196528686	0.726517331929216	NA	16
TMSB10	0.0426698235057044	0.726560543931868	0.981170648449227	16
OLA1P1	-0.162181001898852	0.726620215748196	NA	16
AC008937.2	-0.11347578050586	0.726646746891342	0.981170648449227	16
IGLV2-5	0.478547377844133	0.72666184939313	NA	16
SCARNA8	-0.188268267273271	0.726685401880798	NA	16
AC008011.2	-0.543863642546657	0.72672450620002	NA	16
AC002456.1	-0.0853003275266153	0.726757637105496	0.981170648449227	16
AF165147.1	-0.0758777974853246	0.726784623544728	0.981170648449227	16
AC068057.3	0.602613329188181	0.726826345617586	NA	16
AL731557.1	-0.187103184373018	0.726857795775449	NA	16
PSEN1	-0.0194934882140599	0.726866783353364	0.981170648449227	16
YWHAZP1	0.557119875576398	0.726909953134698	NA	16
FNIP2	-0.0335332030275975	0.72692047296127	0.981170648449227	16
NAIPP3	-0.321807342068944	0.726956438607918	NA	16
RPL26P30	0.187749479555155	0.726959006060864	0.981170648449227	16
SEC13	0.0349453537152875	0.72696002221799	0.981170648449227	16
UBN2	-0.0325852926203844	0.726977198763388	0.981170648449227	16
CCDC13-AS1	-0.162705812369632	0.726978260860762	0.981170648449227	16
NBEAP2	-0.168429122619074	0.727055565352881	NA	16
AFAP1L2	0.0730752671587062	0.727083234128074	0.981170648449227	16
EIF4A1P6	-0.38506533004826	0.727090011259016	NA	16
SRGAP2-AS1	-0.261094563119497	0.727098173478702	NA	16
KIRREL3-AS1	0.54857385089096	0.727114463885683	NA	16
AL133405.1	0.557134377648126	0.727118264054559	NA	16
RNA5SP92	-0.425233004015441	0.72712033744654	NA	16
AL590556.2	0.602703726282937	0.727125079348236	NA	16
AC104806.2	0.10587651498367	0.727127350186429	0.981170648449227	16
AC144548.1	0.15622698452801	0.727168074933044	0.981170648449227	16
ST13P20	0.486440081072862	0.727186077418113	NA	16
AC007956.2	-0.111110236735702	0.727213789227121	0.981170648449227	16
SETP10	-0.124234423189075	0.727228228412363	0.981170648449227	16
C19orf84	-0.32273253770524	0.72724818732948	NA	16
AC000065.2	0.0630196482938063	0.727258437891422	0.981170648449227	16
TSFM	-0.0810424411500875	0.727330107269888	0.981170648449227	16
AL391097.3	-0.10039650312168	0.727455827549028	0.981170648449227	16
HNRNPLL	-0.0216686930812883	0.727486790877885	0.981170648449227	16
RNU6-388P	0.557160163439027	0.727489530651521	NA	16
AC018638.1	-0.149074283361201	0.727528612667867	0.981170648449227	16
INPP5E	0.041017829937437	0.727541356657484	0.981170648449227	16
NCOA6	0.0390975842322682	0.727552046025313	0.981170648449227	16
RPL7AP72	-0.643646495495247	0.727555033598526	NA	16
FOXS1	0.0577677297668843	0.727582801532544	0.981170648449227	16
RBM43	-0.0459806655617949	0.72758933923716	0.981170648449227	16
TMEM183B	0.135250727878162	0.727617289796101	0.981170648449227	16
AC011431.1	-0.41056722138683	0.727617355888751	NA	16
PPP1R3B	-0.0446687161111382	0.727623968404363	0.981170648449227	16
RPL7P9	0.210152090958321	0.72766569259404	NA	16
ANKRD44-IT1	0.0831377441686029	0.72767225247918	0.981170648449227	16
YPEL5P2	-0.129758783590878	0.727699452459072	0.981170648449227	16
AC002467.1	-0.075141480768181	0.727736241409446	0.981170648449227	16
AL049569.1	0.220466347667074	0.727754436275186	NA	16
SYCP2L	-0.110460503865041	0.727778102467399	0.981170648449227	16
TPRA1	-0.0288595413546358	0.727778378214134	0.981170648449227	16
PLOD2	0.0543984714541876	0.727865635085785	0.981170648449227	16
AC005954.2	0.181274150546002	0.727917844920758	NA	16
HMGN1P1	0.0735244987823598	0.727943481171136	0.981170648449227	16
RPL5P12	-0.297473135650979	0.727944587384153	NA	16
FSCN2	0.130877664663924	0.727958251823682	0.981170648449227	16
UBC	-0.0378399850193922	0.72797481174987	0.981170648449227	16
RN7SKP258	0.433861586789997	0.72809227528738	NA	16
PUS7L	-0.0438968952415129	0.728093921179658	0.981170648449227	16
AC015522.1	-0.9813438472252	0.728125361039067	NA	16
C17orf102	-0.9813438472252	0.728125361039067	NA	16
AC012555.2	-0.300699518517918	0.728147721374734	NA	16
CD24P4	-0.229680466036621	0.728184199475523	NA	16
AC130352.1	0.25918126700738	0.728191248074827	NA	16
HSD17B11	-0.0311112743279991	0.728197481541141	0.981170648449227	16
AC006277.1	0.0594442875056619	0.728298915297477	0.981170648449227	16
INSL5	-0.845982629180478	0.728324802125118	NA	16
HMGB1P29	-0.845982629180478	0.728324802125118	NA	16
LINC01251	-0.845982629180478	0.728324802125118	NA	16
TARM1	-0.845982629180478	0.728324802125118	NA	16
DSCAM-AS1	-0.845982629180478	0.728324802125118	NA	16
ARAP3	0.0597248317175372	0.728384297977372	0.981170648449227	16
AL096870.10	-0.0838097690139873	0.728392796498445	0.981170648449227	16
MIR210	-0.408541818445218	0.728394833285897	NA	16
AGBL3	0.0454987467635842	0.728415798008557	0.981170648449227	16
AC011816.2	-0.151019249328918	0.728424330410133	0.981170648449227	16
RN7SL67P	0.166422505170936	0.728424747951928	NA	16
SYNPR	0.624408353989523	0.728441449834135	NA	16
EPHB4	0.0592030283312929	0.728459382024187	0.981170648449227	16
RNU6-1061P	-0.493820305913855	0.728473934574332	NA	16
AP003119.2	0.0866972299221059	0.728479333203776	0.981170648449227	16
COP1	-0.0218717141229681	0.728486922004353	0.981170648449227	16
CCNYL5	-0.328228787163262	0.728541566823181	NA	16
RPS27L	-0.0483969832087502	0.728559650205901	0.981170648449227	16
PTGIS	-0.1350373558633	0.728563381139094	0.981170648449227	16
SF3B5	0.0295932389847907	0.728576132042233	0.981170648449227	16
AC074029.4	-0.399608471700977	0.7285920171893	NA	16
CIAO1	0.0168853965584417	0.728688926537595	0.981170648449227	16
TAS2R31	0.0553606551454899	0.728694892329009	0.981170648449227	16
AC023813.2	0.101072433210578	0.728705418539512	0.981170648449227	16
TCF24	-0.38220524606085	0.728720062280995	NA	16
MRPL20-AS1	-0.0291192432377979	0.728750951527394	0.981170648449227	16
RAD54L	-0.104858840387467	0.728760074550259	0.981170648449227	16
AL031577.1	0.181486033865826	0.728780485818356	NA	16
AL606970.4	-0.485813824576204	0.728794520553486	NA	16
AF064858.3	-0.598562040758681	0.728795720201258	NA	16
LINC01752	-0.102722911033081	0.72879863006303	0.981170648449227	16
AC117453.1	0.155627283385527	0.728826595996293	0.981170648449227	16
AL080243.2	0.314319960961986	0.728867942680905	NA	16
AC015908.4	0.413609892930432	0.728896027305477	NA	16
AC022915.1	-0.271360055529014	0.728904027294146	NA	16
AL162311.3	0.136099358656848	0.728932346757557	0.981170648449227	16
RPL11P4	0.484574468964399	0.728965040305621	NA	16
IL19	0.344609814893717	0.728990955601296	NA	16
DYNC1I2P1	0.117284001348788	0.729015607145977	0.981170648449227	16
P4HA2-AS1	0.358801356198259	0.729035124652923	NA	16
RGS2	-0.134720650203579	0.729037134273623	0.981170648449227	16
GSTM2	-0.0757638806859351	0.729041400546139	0.981170648449227	16
MLYCD	-0.022426293752304	0.729114972067762	0.981170648449227	16
AL392183.1	0.380179799570201	0.729123745935038	NA	16
APPL2	-0.0243347729918498	0.729187749088574	0.981170648449227	16
LINC01736	0.399986048743779	0.729191474304849	NA	16
SAMD15	0.0992923180509331	0.729214940495309	0.981170648449227	16
AL137127.1	0.0573078715470308	0.72922401202843	0.981170648449227	16
FAT4	-0.0336414149849625	0.729233346214947	0.981170648449227	16
AL022344.1	-0.123981509876142	0.729238739806434	0.981170648449227	16
ARL11	0.0937171139171044	0.729246825357191	0.981170648449227	16
C5orf58	0.0685845924529702	0.729249156809956	0.981170648449227	16
LINC01990	-0.176254843625304	0.729257915768178	NA	16
ARL16	0.0338925322126702	0.729310081212134	0.981170648449227	16
TGIF2P1	-0.170840992873929	0.729314316337551	0.981170648449227	16
CYP2E1	0.115016037393318	0.729340665027072	0.981170648449227	16
TDRD6	0.0837943163420822	0.72936756482723	0.981170648449227	16
PARP4P1	0.216300531858374	0.729375767375247	NA	16
LINC02073	0.21193058363088	0.729413661722643	NA	16
RHOD	-0.0560639363094228	0.729427900993633	0.981170648449227	16
ATP6V0A1	0.0293406599276973	0.729432161209789	0.981170648449227	16
RPL7AP2	-0.0772955578769609	0.729444072752149	0.981170648449227	16
TRIM15	0.624783176021437	0.729480035652509	NA	16
AL357054.5	-0.764332966583913	0.729481174909909	NA	16
AL139184.1	0.174974583249808	0.729498753443831	NA	16
AC079298.2	-0.21456754470914	0.729515328678932	NA	16
ZNF366	0.0701353074982501	0.729532634177436	0.981170648449227	16
IL1RAPL1	0.107218347248456	0.729542475300252	0.981170648449227	16
B4GALNT3	0.133867791903749	0.729546955465672	0.981170648449227	16
AC109326.1	0.108278484151782	0.729550579330966	0.981170648449227	16
MIR550A1	-0.440004440674101	0.729567770754297	NA	16
AC007040.2	-0.164170647790065	0.729609793356951	NA	16
POU5F1P5	0.0707644937084279	0.729614305622931	0.981170648449227	16
RNVU1-17	0.624840535594372	0.729639589015021	NA	16
AC100814.1	-0.200894121908664	0.729680591335693	0.981170648449227	16
CD99	-0.0198034302447601	0.729682894546232	0.981170648449227	16
LNCAROD	-0.224220473791652	0.729699133367852	NA	16
DUS4L	0.0654671204966437	0.729711076164258	0.981170648449227	16
KCNAB1-AS1	-0.224537955431788	0.729713779862565	NA	16
LRRC31	0.32374125151685	0.729765016692953	NA	16
RIPPLY1	0.227799039777061	0.729800765061682	NA	16
MTCO3P22	0.881912338172096	0.729813484961432	NA	16
AC116158.1	-0.0688394446800625	0.729853426878433	0.981170648449227	16
FDX1	0.0479156805793606	0.72991223623127	0.981170648449227	16
AC010997.4	-0.0886046290765733	0.729936030182993	0.981170648449227	16
THEM4	0.0651013884052339	0.729950614537585	0.981170648449227	16
BCAR4	0.480108569216625	0.729957394312672	NA	16
LHFPL3	0.447804679561817	0.72995857625354	NA	16
LSP1P1	0.527210186820582	0.72997814445547	NA	16
AC092903.2	0.0913069133093637	0.729983244440945	0.981170648449227	16
BMP5	-0.0708593993965966	0.730009858133278	0.981170648449227	16
AC067942.1	0.134738023832303	0.730012607994576	0.981170648449227	16
AC073575.1	-0.146997321998369	0.730032009656914	0.981170648449227	16
LINC01163	-0.317022277633462	0.730061803340854	NA	16
C6orf136	0.0376659715916996	0.730077023438913	0.981170648449227	16
SUGT1P1	0.0974665269749346	0.73009470410687	0.981170648449227	16
AC004805.2	-0.178725945932502	0.730102101567286	NA	16
LSM12P1	0.42142160103389	0.730107985545718	NA	16
ACTL10	-0.0571277288930374	0.730150283033138	0.981170648449227	16
GAPDHP35	0.391009354190189	0.730163960729204	0.981170648449227	16
AL049779.1	0.103139367358526	0.730168418757906	0.981170648449227	16
AC007376.1	0.278733041098063	0.730188549737074	NA	16
LINC01293	-0.221865506548506	0.730220681810972	0.981170648449227	16
AC211486.1	-0.409333956524036	0.730225965251491	NA	16
AL020997.4	-0.124199676574495	0.730228733493235	0.981170648449227	16
RPS27AP20	0.641279506444593	0.730229358289748	NA	16
SNRPFP4	-0.845898523229958	0.730236778357056	NA	16
RPS29P2	-0.845898523229958	0.730236778357056	NA	16
PSMD12	0.0386432100532321	0.730251403449218	0.981170648449227	16
CS	0.0316608923241472	0.730270454757476	0.981170648449227	16
GDPD3	-0.0682498558107224	0.730292734568538	0.981170648449227	16
KMT5AP2	-0.370718370616224	0.730295842768757	NA	16
AC022400.4	-0.0881012689864268	0.730300472649093	0.981170648449227	16
AC098847.1	0.331929066627807	0.730312342888234	NA	16
N4BP2L1	0.0329620279099028	0.730388448668922	0.981170648449227	16
RNU6-922P	0.603688591806	0.730414497378869	NA	16
AP004609.1	0.186304690690118	0.73041599678275	NA	16
LINC02720	0.977638540738694	0.730422958165038	NA	16
AARSD1P1	-0.0737910105690016	0.730427241516563	0.981170648449227	16
AC011416.4	-0.157018025782921	0.730451612787177	0.981170648449227	16
AL359693.1	-0.158609196617975	0.730458514747758	0.981170648449227	16
PPP2R2D	-0.0197128150344144	0.730482736845934	0.981170648449227	16
AC020651.2	0.305922549873967	0.73048606270269	NA	16
NXPE4	-0.146666507295361	0.730488196583601	0.981170648449227	16
AC004492.1	0.0533746724401088	0.730504288197427	0.981170648449227	16
CALM2P1	0.603718083516273	0.730513995382452	NA	16
AC073210.1	0.238577015389969	0.730543631105211	0.981170648449227	16
CCAR2	-0.0236385052797981	0.730585437504875	0.981170648449227	16
AL353135.1	0.344714375684296	0.730595638118002	NA	16
CELSR2	0.0561477810718563	0.730606594061846	0.981170648449227	16
MYPOP	0.066999429492395	0.730646469181937	0.981170648449227	16
ZBTB20-AS2	-0.0925828259714747	0.730670110279947	0.981170648449227	16
ESR2	-0.0752784542027503	0.730686491267119	0.981170648449227	16
AP000593.1	0.434583486590282	0.730705865496188	NA	16
AC133552.5	-0.0708932183678006	0.73072275720864	0.981170648449227	16
AC022081.1	-0.981614416903164	0.730723687031782	NA	16
RNU5A-7P	-0.981614416903164	0.730723687031782	NA	16
AP005264.2	-0.981614416903164	0.730723687031782	NA	16
ZNF540	-0.0574403651671029	0.730744626485357	0.981170648449227	16
CR769776.3	-0.921328892284426	0.730750586358094	NA	16
AC008736.2	-0.474145102546874	0.730766404666287	NA	16
NDUFB4P12	0.625256005282638	0.73080021121775	NA	16
TSNAX	0.0481389177003651	0.730909651230839	0.981170648449227	16
CEACAMP7	0.278117273928247	0.730912679243813	NA	16
AC095032.1	0.290688926690173	0.7309278785733	NA	16
MYBPH	-0.182756910808396	0.730930353275572	NA	16
AC139491.3	-0.417753146907037	0.730941250067419	NA	16
TAF12	-0.0406839540486659	0.730963077204237	0.981170648449227	16
HSPA8P9	0.310162191319587	0.731030443788196	NA	16
ERVFRD-3	-0.103609485156917	0.731037135375277	0.981170648449227	16
MT-ND3	-0.0720549204119623	0.731068944568595	0.981170648449227	16
DSTNP2	-0.0559731444860602	0.731075981174451	0.981170648449227	16
ATP6V1C2	-0.0677368850488087	0.731095358735457	0.981170648449227	16
FTMT	0.641607899234092	0.731096889330256	NA	16
TTC6	-0.400433461840626	0.731132104756449	NA	16
RUSC2	0.027326736790984	0.731137947402177	0.981170648449227	16
AC073488.11	-0.726480506256456	0.731169936536199	NA	16
STARD4-AS1	-0.0467217739937577	0.731174692052417	0.981170648449227	16
AC004805.1	0.540201177576204	0.731178345752491	NA	16
GADD45G	-0.1121606172738	0.731196669961533	0.981170648449227	16
OR2L8	0.479450246143902	0.731197581863436	NA	16
AC126182.1	0.393458508997405	0.731199006135426	NA	16
CSGALNACT2P1	0.258091529268119	0.731200279103449	NA	16
SEMA6A-AS1	0.0438105438171431	0.731214402584715	0.981170648449227	16
MARCKSL1P1	-0.0848506794618359	0.731215033447599	0.981170648449227	16
LINC01154	0.442786916044163	0.731295589365029	NA	16
TMEM123	0.0385008745813129	0.731334684170288	0.981170648449227	16
FAM83F	-0.075147432663078	0.731368967750964	0.981170648449227	16
OR7E41P	0.32985303753073	0.731384135348453	NA	16
RPS17P5	-0.356559735333851	0.731430401629759	NA	16
SSX2IP	-0.0514428622272334	0.731449777698847	0.981170648449227	16
MTND1P20	0.60400463967165	0.73148383981392	NA	16
PHLPP2	-0.0312409782023623	0.731538319273912	0.981170648449227	16
PODNL1	0.0874204521525963	0.731602255885442	0.981170648449227	16
SKAP1-AS1	-0.241110826506987	0.731620036809184	NA	16
MRPL20-DT	-0.0587727180055634	0.731642623236423	0.981170648449227	16
EXOSC3P2	0.543115565615317	0.731667113158657	NA	16
RPS8P4	0.542393776337539	0.731694785156859	NA	16
YWHAQ	0.0260915476596927	0.731695676333969	0.981170648449227	16
AC093732.2	-0.154543101676631	0.731696763572579	0.981170648449227	16
RPL36AP35	-0.534690998651623	0.731699103380901	NA	16
AL122001.1	-0.282228901369251	0.731701940094787	NA	16
AL356580.1	0.604075072139126	0.731723074880358	NA	16
AC016876.3	0.169222500387841	0.731737265662798	NA	16
CCDC89	-0.0706176884018044	0.731744172963063	0.981170648449227	16
ANKRD34B	0.469384534628298	0.731756013767495	NA	16
CAVIN3	-0.0489126898012019	0.731788067210249	0.981170648449227	16
AC103810.2	0.145456679335364	0.731798760005964	0.981170648449227	16
RN7SL302P	0.377977615584563	0.731802832162555	NA	16
MLLT10P1	-0.19948800220996	0.731838684578349	NA	16
AL365214.1	0.420319906480052	0.731849095760027	NA	16
AP001269.3	0.402397686805127	0.73185591512353	NA	16
AC027796.3	-0.145565502315662	0.731871118155276	0.981170648449227	16
AL136441.1	0.101974436892574	0.731882584470939	0.981170648449227	16
PTTG4P	-0.110327431132322	0.731920591023696	0.981170648449227	16
LINC02291	0.532500775363065	0.731986194216539	NA	16
FLRT2	0.046365940279215	0.731989302994877	0.981170648449227	16
RN7SL771P	0.396861274060584	0.731991971035548	NA	16
RNU4-60P	0.141483507615894	0.731996040770844	0.981170648449227	16
RPSAP50	0.625683938433174	0.732004816601239	NA	16
RN7SKP43	0.454957371303041	0.732023916294483	NA	16
TNMD	-0.0897001910610069	0.732053641724373	0.981170648449227	16
AL590627.1	-0.0515667207109684	0.732071112420937	0.981170648449227	16
INTS7	-0.037617533055245	0.732079057906259	0.981170648449227	16
LSM11	0.0324574294094481	0.732084199745904	0.981170648449227	16
PATE2	0.251526221279058	0.732122450452649	NA	16
THAP7-AS1	-0.0724131841785906	0.73213502759006	0.981170648449227	16
ZNF576	-0.0338891446381273	0.732155393268104	0.981170648449227	16
AC079777.1	0.101183882662359	0.732164672808219	0.981170648449227	16
OTOGL	0.0899491840696944	0.732185591269139	0.981170648449227	16
RN7SKP102	0.431577944656644	0.732200467605258	NA	16
RNU6ATAC36P	0.404502590321405	0.732202905735343	NA	16
TPMTP1	0.305642412139551	0.732209934774242	NA	16
RN7SL865P	-0.534784770991628	0.732211203870542	NA	16
